username,domain,name,slug,is_primary
daniel_mckeon,newsmast.social,TV & Radio,tv_radio,false
alice11,newsmast.social,Humour,humour,false
JayAySevenTwo,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,false
Stephen,newsmast.social,Journalism & Comment,news_comment_data,false
jannus,newsmast.social,Technology,technology,false
mariana_b,newsmast.social,Nature & Wildlife,nature_wildlife,false
dannyweller,newsmast.social,Sport,sport,false
Kayleigh,newsmast.social,Disabled Voices,disabled_voices,false
Headfort,newsmast.social,Government & Policy,government_policy,false
zerotwo,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,true
askchefdennis,newsmast.social,Breaking News,breaking_news,false
orianavmatos,newsmast.social,Government & Policy,government_policy,true
icey_mark,newsmast.social,Government & Policy,government_policy,false
seb_bw,newsmast.social,Government & Policy,government_policy,true
Kayleigh,newsmast.social,Humanities,humanities,false
PolGeoNow,newsmast.social,Government & Policy,government_policy,false
JackMoulton,newsmast.social,Government & Policy,government_policy,false
Dragonholley,mastodon.social,Nature & Wildlife,nature_wildlife,false
Kayleigh,newsmast.social,Government & Policy,government_policy,false
Dragonholley,mastodon.social,Performing Arts,performing_arts,false
Nyein,newsmast.social,Workers Rights,workers_rights,false
clairejuliaart,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
EV_Musings,newsmast.social,Technology,technology,true
SustMeme,newsmast.social,Technology,technology,false
JulieSpray,newsmast.social,Government & Policy,government_policy,false
GraceReckers,newsmast.social,Government & Policy,government_policy,false
simonerochembe,newsmast.social,Technology,technology,false
samf,newsmast.social,Government & Policy,government_policy,false
candice_chirwa,newsmast.social,Government & Policy,government_policy,false
zerotwo,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
enangha,newsmast.social,Ukraine Invasion,ukraine_invasion,false
MarieGeneste,newsmast.social,Technology,technology,false
peter,newsmast.social,Technology,technology,false
Thomas,newsmast.social,Philosophy,philosophy,false
Thomas,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
Thomas,newsmast.social,Ukraine Invasion,ukraine_invasion,true
Crof,newsmast.social,Government & Policy,government_policy,false
luisaropio,newsmast.social,Government & Policy,government_policy,false
zerotwo,newsmast.social,Climate change,climate_change,false
jessa,newsmast.social,Government & Policy,government_policy,true
FrontSeatPhil,newsmast.social,Technology,technology,true
zerotwo,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
Dr_Finbar,newsmast.social,Technology,technology,false
zerotwo,newsmast.social,Energy & Pollution,energy_pollution,false
zerotwo,newsmast.social,Environment,environment,false
seb_bw,newsmast.social,Technology,technology,false
indiajade_68,newsmast.social,Technology,technology,false
akp,newsmast.social,Space,space,false
dianashurman,newsmast.social,Markets & Finance,markets_finance,false
SithuBo,newsmast.social,Biology,biology,false
dianashurman,newsmast.social,AI,ai,true
dianashurman,newsmast.social,Government & Policy,government_policy,false
ianwalker,newsmast.social,Technology,technology,false
RachelBranson,newsmast.social,Technology,technology,false
zerotwo,newsmast.social,Healthcare,healthcare,false
Roamancing,newsmast.social,Government & Policy,government_policy,false
zerotwo,newsmast.social,Poverty & Inequality,poverty_inequality,false
Bell,newsmast.social,Government & Policy,government_policy,false
askchefdennis,newsmast.social,Technology,technology,true
zerotwo,newsmast.social,Law & Justice,law_justice,false
zerotwo,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
zerotwo,newsmast.social,Journalism & Comment,news_comment_data,false
zerotwo,newsmast.social,Politics,politics,false
YuliaMHersey,newsmast.social,Technology,technology,false
IZMartinez86,newsmast.social,Government & Policy,government_policy,false
mariana_b,newsmast.social,Government & Policy,government_policy,false
nyeinBinarylab,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
nyeinBinarylab,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
zerotwo,newsmast.social,Ukraine Invasion,ukraine_invasion,false
nyeinBinarylab,newsmast.social,Black Voices,black_voices,false
zerotwo,newsmast.social,Weather,weather,false
JamesNewsMast,newsmast.social,Gaming,gaming,false
JamesNewsMast,newsmast.social,Food & Drink,food_drink,false
JamesNewsMast,newsmast.social,Government & Policy,government_policy,false
nyeinBinarylab,newsmast.social,Breaking News,breaking_news,false
JamesNewsMast,newsmast.social,Space,space,true
nyeinBinarylab,newsmast.social,Climate change,climate_change,false
eve,newsmast.social,Creative Arts,creative_arts,false
sandy,newsmast.social,Chemistry,chemistry,false
jomaan123,newsmast.social,Politics,politics,false
sabah,newsmast.social,Performing Arts,performing_arts,false
enangha,newsmast.social,Journalism & Comment,news_comment_data,true
mariana_b,newsmast.social,Movies,movies,false
nyeinBinarylab,newsmast.social,Creative Arts,creative_arts,false
mariana_b,newsmast.social,Philosophy,philosophy,false
mariana_b,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
mariana_b,newsmast.social,LGBTQ+,lgbtq,false
mariana_b,newsmast.social,Journalism & Comment,news_comment_data,true
JackMoulton,newsmast.social,Breaking News,breaking_news,false
JackMoulton,newsmast.social,Music,music,false
JackMoulton,newsmast.social,TV & Radio,tv_radio,false
JackMoulton,newsmast.social,Gaming,gaming,false
JackMoulton,newsmast.social,Journalism & Comment,news_comment_data,true
orianavmatos,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
akp,newsmast.social,Technology,technology,false
max_chaudhary,newsmast.social,Academia & Research,academia_research,false
max_chaudhary,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
max_chaudhary,newsmast.social,Healthcare,healthcare,false
wildlife,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
max_chaudhary,newsmast.social,History,history,false
max_chaudhary,newsmast.social,Law & Justice,law_justice,false
max_chaudhary,newsmast.social,Politics,politics,false
max_chaudhary,newsmast.social,US Politics,us_politics,false
JayAySevenTwo,newsmast.social,Ukraine Invasion,ukraine_invasion,false
AnnaJ,newsmast.social,Movies,movies,false
AnnaJ,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
AnnaJ,newsmast.social,Journalism & Comment,news_comment_data,true
DannSy18,newsmast.social,Ukraine Invasion,ukraine_invasion,false
eve,newsmast.social,Environment,environment,false
nyeinBinarylab,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
enangha,newsmast.social,Social Sciences,social_sciences,false
Dragonholley,mastodon.social,Pets,pets,false
ErichWeikert,newsmast.social,Social Sciences,social_sciences,false
eve,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
eve,newsmast.social,Journalism & Comment,news_comment_data,true
delyan,newsmast.social,Breaking News,breaking_news,false
delyan,newsmast.social,Journalism & Comment,news_comment_data,false
delyan,newsmast.social,Creative Arts,creative_arts,false
delyan,newsmast.social,Photography,photography,false
delyan,newsmast.social,Travel,travel,false
delyan,newsmast.social,Performing Arts,performing_arts,false
delyan,newsmast.social,Politics,politics,false
delyan,newsmast.social,Humour,humour,false
delyan,newsmast.social,Humanities,humanities,false
delyan,newsmast.social,Social Sciences,social_sciences,false
delyan,newsmast.social,Gaming,gaming,false
delyan,newsmast.social,Music,music,false
delyan,newsmast.social,Football,football,false
delyan,newsmast.social,TV & Radio,tv_radio,false
delyan,newsmast.social,Sport,sport,false
delyan,newsmast.social,LGBTQ+,lgbtq,false
delyan,newsmast.social,Workers Rights,workers_rights,false
delyan,newsmast.social,Disabled Voices,disabled_voices,false
delyan,newsmast.social,Visual Arts,visual_arts,false
delyan,newsmast.social,AI,ai,false
delyan,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
delyan,newsmast.social,Government & Policy,government_policy,false
delyan,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
Dragonholley,mastodon.social,Photography,photography,false
nyeinBinarylab,newsmast.social,Disabled Voices,disabled_voices,false
chamkaurghag,newsmast.social,Social Sciences,social_sciences,false
delyan,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
delyan,newsmast.social,Movies,movies,true
orianavictoria,newsmast.social,Environment,environment,false
orianavictoria,newsmast.social,Movies,movies,false
orianavictoria,newsmast.social,Politics,politics,false
orianavictoria,newsmast.social,Food & Drink,food_drink,false
orianavictoria,newsmast.social,Journalism & Comment,news_comment_data,true
enangha,newsmast.social,Science,science,false
janerockhouse,newsmast.social,Social Sciences,social_sciences,false
enangha,newsmast.social,Government & Policy,government_policy,false
enangha,newsmast.social,Mathematics,mathematics,false
nyeinBinarylab,newsmast.social,Energy & Pollution,energy_pollution,false
kamran,newsmast.social,Government & Policy,government_policy,false
enangha,newsmast.social,Biology,biology,false
enangha,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
enangha,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
enangha,newsmast.social,Black Voices,black_voices,false
enangha,newsmast.social,Women’s Voices,women_voices,false
nyeinBinarylab,newsmast.social,Environment,environment,false
enangha,newsmast.social,Pets,pets,false
Kayleigh,newsmast.social,Journalism & Comment,news_comment_data,false
Kayleigh,newsmast.social,Women’s Voices,women_voices,false
Kayleigh,newsmast.social,LGBTQ+,lgbtq,false
Kayleigh,newsmast.social,Black Voices,black_voices,false
SuperScienceGrl,newsmast.social,Social Sciences,social_sciences,false
Kayleigh,newsmast.social,Business,business,false
Dragonholley,mastodon.social,Physics,physics,false
Kayleigh,newsmast.social,Books & Literature,books_literature,true
enangha,newsmast.social,Healthcare,healthcare,false
dianashurman,newsmast.social,Humanities,humanities,false
emilyjd,newsmast.social,Travel,travel,false
emilyjd,newsmast.social,Environment,environment,false
emilyjd,newsmast.social,Movies,movies,false
emilyjd,newsmast.social,Poverty & Inequality,poverty_inequality,false
ipsc48,newsmast.social,Government & Policy,government_policy,false
emilyjd,newsmast.social,Humanities,humanities,false
emilyjd,newsmast.social,Social Sciences,social_sciences,false
Phebe,newsmast.social,Architecture & Design,architecture_design,false
muzaffarab,newsmast.social,Government & Policy,government_policy,false
emilyjd,newsmast.social,Music,music,false
emilyjd,newsmast.social,Space,space,false
emilyjd,newsmast.social,TV & Radio,tv_radio,false
emilyjd,newsmast.social,LGBTQ+,lgbtq,false
emilyjd,newsmast.social,Women’s Voices,women_voices,false
emilyjd,newsmast.social,Visual Arts,visual_arts,false
emilyjd,newsmast.social,Books & Literature,books_literature,false
robotmaths,newsmast.social,Government & Policy,government_policy,false
emilyjd,newsmast.social,Climate change,climate_change,false
BostonAbrams,newsmast.social,History,history,false
nyeinBinarylab,newsmast.social,Food & Drink,food_drink,false
nyeinBinarylab,newsmast.social,Government & Policy,government_policy,false
emilyjd,newsmast.social,Food & Drink,food_drink,false
emilyjd,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
emilyjd,newsmast.social,Journalism & Comment,news_comment_data,true
chloeariellle,newsmast.social,Social Sciences,social_sciences,true
daniel_mckeon,newsmast.social,Chemistry,chemistry,false
mariana_b,newsmast.social,Travel,travel,false
thosgood,newsmast.social,Social Sciences,social_sciences,false
sandy,newsmast.social,Social Sciences,social_sciences,false
mariana_b,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
nyeinBinarylab,newsmast.social,Healthcare,healthcare,false
sophiecunningham,newsmast.social,Environment,environment,false
sophiecunningham,newsmast.social,Science,science,false
BostonAbrams,newsmast.social,Humanities,humanities,false
IlCava,mastodon.uno,Humour,humour,false
sophiecunningham,newsmast.social,Journalism & Comment,news_comment_data,true
mariana_b,newsmast.social,History,history,false
mariana_b,newsmast.social,Pets,pets,false
enangha,newsmast.social,Poverty & Inequality,poverty_inequality,false
jomaan123,newsmast.social,Breaking News,breaking_news,false
jomaan123,newsmast.social,Journalism & Comment,news_comment_data,false
jomaan123,newsmast.social,History,history,false
jomaan123,newsmast.social,Humanities,humanities,false
orianavictoria,newsmast.social,Technology,technology,false
saskia,newsmast.social,Pets,pets,false
saskia,newsmast.social,Humour,humour,false
FreddieJ,newsmast.social,Movies,movies,false
DannSy18,newsmast.social,AI,ai,false
DannSy18,newsmast.social,Government & Policy,government_policy,true
lucygreenwold,newsmast.social,Creative Arts,creative_arts,false
lucygreenwold,newsmast.social,Journalism & Comment,news_comment_data,false
lucygreenwold,newsmast.social,Performing Arts,performing_arts,false
lucygreenwold,newsmast.social,Travel,travel,false
09SHEEHANM,newsmast.social,Breaking News,breaking_news,false
lucygreenwold,newsmast.social,Music,music,false
lucygreenwold,newsmast.social,Indigenous Peoples,indigenous_peoples,false
lucygreenwold,newsmast.social,Women’s Voices,women_voices,false
lucygreenwold,newsmast.social,LGBTQ+,lgbtq,false
dianashurman,newsmast.social,Social Sciences,social_sciences,false
lucygreenwold,newsmast.social,Visual Arts,visual_arts,false
lucygreenwold,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
pennywalker,newsmast.social,Government & Policy,government_policy,false
lucygreenwold,newsmast.social,Philosophy,philosophy,false
lucygreenwold,newsmast.social,Climate change,climate_change,false
lucygreenwold,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
Janet_O,newsmast.social,Government & Policy,government_policy,false
09SHEEHANM,newsmast.social,Business,business,false
nyeinBinarylab,newsmast.social,Humour,humour,false
lucygreenwold,newsmast.social,Nature & Wildlife,nature_wildlife,false
lucygreenwold,newsmast.social,Books & Literature,books_literature,true
dannyweller,newsmast.social,Government & Policy,government_policy,false
09SHEEHANM,newsmast.social,Government & Policy,government_policy,false
Hayfa_Sdiri,newsmast.social,Government & Policy,government_policy,true
dannyweller,newsmast.social,Workers Rights,workers_rights,false
dannyweller,newsmast.social,Music,music,false
mental_health,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,true
dannyweller,newsmast.social,Travel,travel,false
dannyweller,newsmast.social,Creative Arts,creative_arts,false
dannyweller,newsmast.social,Movies,movies,false
dannyweller,newsmast.social,Breaking News,breaking_news,false
dannyweller,newsmast.social,Journalism & Comment,news_comment_data,true
FreddieJ,newsmast.social,Politics,politics,false
FreddieJ,newsmast.social,History,history,false
clairejuliaart,newsmast.social,Disabled Voices,disabled_voices,false
Tasha,newsmast.social,Breaking News,breaking_news,false
Tasha,newsmast.social,Journalism & Comment,news_comment_data,false
Tasha,newsmast.social,Creative Arts,creative_arts,false
Tasha,newsmast.social,Photography,photography,false
Tasha,newsmast.social,Pets,pets,false
Tasha,newsmast.social,Physics,physics,false
Hayfa_Sdiri,newsmast.social,Social Sciences,social_sciences,false
dltj,newsmast.social,Government & Policy,government_policy,false
peter,newsmast.social,Social Sciences,social_sciences,false
Tasha,newsmast.social,Healthcare,healthcare,false
Tasha,newsmast.social,Movies,movies,false
Tasha,newsmast.social,Science,science,false
nyeinBinarylab,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,false
QasimRashid,newsmast.social,Social Sciences,social_sciences,false
Tasha,newsmast.social,Engineering,engineering,false
lspar002,newsmast.social,AI,ai,false
mariana_b,newsmast.social,Politics,politics,false
tderyugina,newsmast.social,Social Sciences,social_sciences,true
AFalcon,newsmast.social,Government & Policy,government_policy,false
zerotwo,newsmast.social,Breaking News,breaking_news,false
Phebe,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,false
Phebe,newsmast.social,Poverty & Inequality,poverty_inequality,false
Phebe,newsmast.social,Movies,movies,false
Phebe,newsmast.social,Journalism & Comment,news_comment_data,true
zainabismail,newsmast.social,Breaking News,breaking_news,false
zainabismail,newsmast.social,Travel,travel,false
zainabismail,newsmast.social,Politics,politics,false
zainabismail,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
Thomas,newsmast.social,Government & Policy,government_policy,false
zainabismail,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
zainabismail,newsmast.social,Journalism & Comment,news_comment_data,true
nyeinBinarylab,newsmast.social,Immigrants Rights,immigrants_rights,false
dianashurman,newsmast.social,Pets,pets,false
priyal,newsmast.social,Environment,environment,false
priyal,newsmast.social,Movies,movies,false
priyal,newsmast.social,Books & Literature,books_literature,false
priyal,newsmast.social,Climate change,climate_change,false
nyeinBinarylab,newsmast.social,Indigenous Peoples,indigenous_peoples,false
priyal,newsmast.social,History,history,false
priyal,newsmast.social,Journalism & Comment,news_comment_data,true
daniel_mckeon,newsmast.social,Journalism & Comment,news_comment_data,false
zerotwo,newsmast.social,Creative Arts,creative_arts,false
jomaan123,newsmast.social,Pets,pets,true
daniel_mckeon,newsmast.social,Social Sciences,social_sciences,false
daniel_mckeon,newsmast.social,Physics,physics,true
sabah,newsmast.social,Creative Arts,creative_arts,false
sabah,newsmast.social,Social Sciences,social_sciences,false
sabah,newsmast.social,Music,music,false
sabah,newsmast.social,Visual Arts,visual_arts,false
sabah,newsmast.social,Journalism & Comment,news_comment_data,true
jacklscanlan,newsmast.social,Government & Policy,government_policy,false
kenweber,mastodon.social,AI,ai,false
nyeinBinarylab,newsmast.social,Law & Justice,law_justice,false
katieharbath,newsmast.social,Government & Policy,government_policy,false
ProfTJCurry,newsmast.social,Government & Policy,government_policy,false
PAAwarenessUK,newsmast.social,Government & Policy,government_policy,false
Iyad_Abumoghli,newsmast.social,Government & Policy,government_policy,false
Ed_Rempel,newsmast.social,Social Sciences,social_sciences,false
mariana_b,newsmast.social,Social Sciences,social_sciences,false
Crates,mastodon.social,Biology,biology,false
wingingittravel,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
tderyugina,newsmast.social,Government & Policy,government_policy,false
09SHEEHANM,newsmast.social,Journalism & Comment,news_comment_data,false
Stephen,newsmast.social,Movies,movies,false
Stephen,newsmast.social,Music,music,false
Stephen,newsmast.social,Gaming,gaming,false
Stephen,newsmast.social,TV & Radio,tv_radio,false
Stephen,newsmast.social,Law & Justice,law_justice,false
Stephen,newsmast.social,Visual Arts,visual_arts,true
BostonAbrams,newsmast.social,Journalism & Comment,news_comment_data,false
saskia,newsmast.social,LGBTQ+,lgbtq,false
saskia,newsmast.social,Movies,movies,false
saskia,newsmast.social,Breaking News,breaking_news,false
saskia,newsmast.social,Photography,photography,false
saskia,newsmast.social,Gaming,gaming,false
saskia,newsmast.social,Space,space,false
saskia,newsmast.social,Sport,sport,false
mombian,newsmast.social,Government & Policy,government_policy,false
saskia,newsmast.social,Books & Literature,books_literature,false
saskia,newsmast.social,Football,football,true
kamran,newsmast.social,Breaking News,breaking_news,false
ccgh,newsmast.social,Government & Policy,government_policy,false
kamran,newsmast.social,Politics,politics,false
kamran,newsmast.social,Ukraine Invasion,ukraine_invasion,false
JURISTnews,newsmast.social,Social Sciences,social_sciences,false
kamran,newsmast.social,Mathematics,mathematics,false
kamran,newsmast.social,Journalism & Comment,news_comment_data,true
JackMoulton,newsmast.social,Movies,movies,false
sandy,newsmast.social,Creative Arts,creative_arts,false
nyeinBinarylab,newsmast.social,LGBTQ+,lgbtq,false
nyeinBinarylab,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
sandy,newsmast.social,Humour,humour,false
sandy,newsmast.social,Humanities,humanities,false
sandy,newsmast.social,LGBTQ+,lgbtq,false
sandy,newsmast.social,Philosophy,philosophy,false
sandy,newsmast.social,Journalism & Comment,news_comment_data,true
christina88,newsmast.social,Books & Literature,books_literature,false
TasmanianTimes,newsmast.social,Government & Policy,government_policy,false
mariana_b,newsmast.social,Books & Literature,books_literature,false
MotorcycleGuy,newsmast.social,Government & Policy,government_policy,false
ilovefilm,newsmast.social,Government & Policy,government_policy,false
matt_cary,newsmast.social,Government & Policy,government_policy,false
alawriedejesus,newsmast.social,Government & Policy,government_policy,false
alice11,newsmast.social,Movies,movies,false
alice11,newsmast.social,Pets,pets,false
alice11,newsmast.social,Photography,photography,false
alice11,newsmast.social,Creative Arts,creative_arts,false
alice11,newsmast.social,Journalism & Comment,news_comment_data,false
alice11,newsmast.social,Performing Arts,performing_arts,false
alice11,newsmast.social,Travel,travel,false
alice11,newsmast.social,TV & Radio,tv_radio,false
alice11,newsmast.social,LGBTQ+,lgbtq,false
alice11,newsmast.social,Weather,weather,false
alice11,newsmast.social,Music,music,true
Tasha,newsmast.social,Performing Arts,performing_arts,false
Tasha,newsmast.social,Travel,travel,false
Tasha,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,false
Tasha,newsmast.social,Poverty & Inequality,poverty_inequality,false
jannus,newsmast.social,Social Sciences,social_sciences,false
nyeinBinarylab,newsmast.social,Nature & Wildlife,nature_wildlife,false
nyeinBinarylab,newsmast.social,Journalism & Comment,news_comment_data,false
Tasha,newsmast.social,Politics,politics,false
Tasha,newsmast.social,History,history,false
Tasha,newsmast.social,Humour,humour,false
newsmast,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
Tasha,newsmast.social,Humanities,humanities,false
Tasha,newsmast.social,Social Sciences,social_sciences,false
christina88,newsmast.social,Government & Policy,government_policy,false
Tasha,newsmast.social,Indigenous Peoples,indigenous_peoples,false
Tasha,newsmast.social,Music,music,false
Tasha,newsmast.social,Gaming,gaming,false
Tasha,newsmast.social,Technology,technology,false
Tasha,newsmast.social,Space,space,false
Tasha,newsmast.social,TV & Radio,tv_radio,false
Tasha,newsmast.social,Sport,sport,false
Hedvig1Lindahl,newsmast.social,Social Sciences,social_sciences,false
Tasha,newsmast.social,Ukraine Invasion,ukraine_invasion,false
TVPsychologist,newsmast.social,Social Sciences,social_sciences,true
09SHEEHANM,newsmast.social,Ukraine Invasion,ukraine_invasion,true
nowinaminute,newsmast.social,Social Sciences,social_sciences,false
Tasha,newsmast.social,LGBTQ+,lgbtq,false
Tasha,newsmast.social,Women’s Voices,women_voices,false
Tasha,newsmast.social,Disabled Voices,disabled_voices,false
Tasha,newsmast.social,Workers Rights,workers_rights,false
Tasha,newsmast.social,Visual Arts,visual_arts,false
Tasha,newsmast.social,Black Voices,black_voices,false
Tasha,newsmast.social,AI,ai,false
Tasha,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
Tasha,newsmast.social,Chemistry,chemistry,false
Tasha,newsmast.social,Biology,biology,false
Tasha,newsmast.social,Books & Literature,books_literature,false
Tasha,newsmast.social,Weather,weather,false
petenothing,newsmast.social,Food & Drink,food_drink,false
Tasha,newsmast.social,Energy & Pollution,energy_pollution,false
chrisfrench,newsmast.social,Social Sciences,social_sciences,true
PAAwarenessUK,newsmast.social,Social Sciences,social_sciences,false
MarieGeneste,newsmast.social,Social Sciences,social_sciences,false
BostonAbrams,newsmast.social,Philosophy,philosophy,false
Tasha,newsmast.social,Philosophy,philosophy,false
Tasha,newsmast.social,Business,business,false
Tasha,newsmast.social,Climate change,climate_change,false
Tasha,newsmast.social,Markets & Finance,markets_finance,false
ChinHuaLu,newsmast.social,Social Sciences,social_sciences,false
Kayleigh,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
jeremygodwin,newsmast.social,LGBTQ+,lgbtq,false
eve,newsmast.social,Humour,humour,false
MKandHerBC,newsmast.social,Social Sciences,social_sciences,false
tomy,newsmast.social,Social Sciences,social_sciences,false
KittyInTheMitty,newsmast.social,Social Sciences,social_sciences,false
orianavictoria,newsmast.social,Markets & Finance,markets_finance,false
sophiecunningham,newsmast.social,Energy & Pollution,energy_pollution,false
dannyweller,newsmast.social,AI,ai,false
Player2,newsmast.social,Energy & Pollution,energy_pollution,false
GraceReckers,newsmast.social,Energy & Pollution,energy_pollution,false
Kayleigh,newsmast.social,Markets & Finance,markets_finance,false
minkhantkyaw35,newsmast.social,Breaking News,breaking_news,false
vegannutrition,newsmast.social,Energy & Pollution,energy_pollution,false
CBhattacharji,newsmast.social,Energy & Pollution,energy_pollution,true
minkhantkyaw35,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,true
dannyweller,newsmast.social,Science,science,false
Kayleigh,newsmast.social,Music,music,false
Kayleigh,newsmast.social,TV & Radio,tv_radio,false
Kayleigh,newsmast.social,Pets,pets,false
Kayleigh,newsmast.social,Philosophy,philosophy,false
saskia,newsmast.social,Music,music,false
JenniferLawson,newsmast.social,Energy & Pollution,energy_pollution,false
Iyad_Abumoghli,newsmast.social,Energy & Pollution,energy_pollution,false
minkhantkyaw35,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
TasmanianTimes,newsmast.social,Energy & Pollution,energy_pollution,false
minkhantkyaw35,newsmast.social,Poverty & Inequality,poverty_inequality,false
arg02,newsmast.social,Energy & Pollution,energy_pollution,true
minkhantkyaw35,newsmast.social,Journalism & Comment,news_comment_data,false
minkhantkyaw35,newsmast.social,Politics,politics,false
JURISTnews,newsmast.social,Energy & Pollution,energy_pollution,false
Thomas,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
karlienoon,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
minkhantkyaw35,newsmast.social,Ukraine Invasion,ukraine_invasion,false
minkhantkyaw35,newsmast.social,Weather,weather,false
petenothing,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
eve,newsmast.social,Breaking News,breaking_news,false
Themontyproject,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
BostonAbrams,newsmast.social,Social Media,social_media,false
BostonAbrams,newsmast.social,Breaking News,breaking_news,true
stephieduffy,newsmast.social,Journalism & Comment,news_comment_data,false
stephieduffy,newsmast.social,Performing Arts,performing_arts,true
jeremygodwin,newsmast.social,Philosophy,philosophy,false
RachelBranson,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
akp,newsmast.social,Breaking News,breaking_news,true
aungmyatmoe,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
ilovefilm,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
han_smith,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
asausagehastwo,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
nyeinBinarylab,newsmast.social,Pets,pets,false
Dragonholley,mastodon.social,Programming,programming,false
TexasHistoryL,newsmast.social,Books & Literature,books_literature,false
nyeinBinarylab,newsmast.social,Politics,politics,false
vpatel,newsmast.social,Business,business,false
vpatel,newsmast.social,Journalism & Comment,news_comment_data,false
vpatel,newsmast.social,Philosophy,philosophy,true
Kayleigh,newsmast.social,Immigrants Rights,immigrants_rights,false
Kayleigh,newsmast.social,Workers Rights,workers_rights,false
keithramsey,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
Kayleigh,newsmast.social,Gaming,gaming,false
Kayleigh,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
nyeinBinarylab,newsmast.social,Poverty & Inequality,poverty_inequality,false
Kayleigh,newsmast.social,Breaking News,breaking_news,false
Janet_O,newsmast.social,Photography,photography,false
Janet_O,newsmast.social,Black Voices,black_voices,false
Janet_O,newsmast.social,Journalism & Comment,news_comment_data,false
nyeinBinarylab,newsmast.social,Puzzles,puzzles,false
Janet_O,newsmast.social,Breaking News,breaking_news,true
nyeinBinarylab,newsmast.social,Social Media,social_media,false
Tasha,newsmast.social,Nature & Wildlife,nature_wildlife,false
Tasha,newsmast.social,Food & Drink,food_drink,false
Tasha,newsmast.social,Puzzles,puzzles,false
aungmyatmoe,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
stephieduffy,newsmast.social,Breaking News,breaking_news,false
Sushmitapanda,newsmast.social,Healthcare,healthcare,true
vespula,newsmast.social,Biology,biology,false
stephieduffy,newsmast.social,Pets,pets,false
AnnaJ,newsmast.social,AI,ai,false
AnnaJ,newsmast.social,Books & Literature,books_literature,false
stephieduffy,newsmast.social,Creative Arts,creative_arts,false
stephieduffy,newsmast.social,Travel,travel,false
stephieduffy,newsmast.social,Humour,humour,false
stephieduffy,newsmast.social,Humanities,humanities,false
Alan_Moran,newsmast.social,Journalism & Comment,news_comment_data,false
stephieduffy,newsmast.social,Music,music,false
Alan_Moran,newsmast.social,Politics,politics,false
stephieduffy,newsmast.social,LGBTQ+,lgbtq,false
stephieduffy,newsmast.social,Women’s Voices,women_voices,false
stephieduffy,newsmast.social,Disabled Voices,disabled_voices,false
Alan_Moran,newsmast.social,Ukraine Invasion,ukraine_invasion,false
stephieduffy,newsmast.social,Books & Literature,books_literature,false
